4443	0	0	0	1	5	0	0	+	3	4448	0	4448	QPX_v015_contig_3202	8659	3519	7962	2	4045,398,	0,4050,	3519,7564,	virulence	m1002
3620	0	0	0	1	3	0	0	+	8	3623	0	3623	QPX_v015_contig_2517	5041	149	3769	2	2930,690,	0,2933,	149,3079,	virulence	m1002
1837	21	0	2	0	0	0	0	+	11	6146	3475	5335	QPX_v015_contig_6	1860	0	1860	1	1860,	3475,	0,	virulence	m1002
1758	11	0	1	0	0	1	3	-	11	6146	1594	3364	QPX_v015_contig_1624	1773	0	1773	2	459,1311,	2782,3241,	0,462,	virulence	m1002
1766	0	0	0	0	0	0	0	+	12	3075	0	1766	QPX_v015_contig_3253	3923	2157	3923	1	1766,	0,	2157,	virulence	m1002
1583	0	0	0	0	0	1	48	-	34	2285	0	1583	QPX_v015_contig_12001	2805	0	1631	2	906,677,	702,1608,	0,954,	virulence	m1002
2672	0	0	0	1	1	1	22	-	37	2730	0	2673	QPX_v015_contig_7026	2849	0	2694	2	2326,346,	57,2384,	0,2348,	virulence	m1002
3809	0	0	1	1	1	2	56	+	86	3811	0	3811	QPX_v015_contig_1820	4704	557	4423	3	3274,313,223,	0,3274,3588,	557,3866,4200,	virulence	m1002
1612	0	0	0	1	1	1	35	+	91	1613	0	1613	QPX_v015_contig_6214	5189	361	2008	2	121,1491,	0,122,	361,517,	virulence	m1002
2594	0	0	0	0	0	1	5	-	110	2594	0	2594	QPX_v015_contig_5902	5966	1739	4338	2	1823,771,	0,1823,	1739,3567,	virulence	m1002
2411	0	0	0	0	0	3	157	+	115	2411	0	2411	QPX_v015_contig_5818	7490	2355	4923	4	826,1133,107,345,	0,826,1959,2066,	2355,3230,4417,4578,	virulence	m1002
3299	0	0	0	0	0	0	0	-	136	3355	0	3299	QPX_v015_contig_3537	10603	0	3299	1	3299,	56,	0,	virulence	m1002
2102	0	0	1	2	4	2	69	+	152	2107	0	2107	QPX_v015_contig_1673	3094	12	2184	4	452,210,713,728,	0,453,666,1379,	12,484,694,1456,	virulence	m1002
2092	0	0	0	2	6	3	21	-	159	2098	0	2098	QPX_v015_contig_4542	4194	1609	3722	4	270,797,531,494,	0,270,1072,1604,	1609,1887,2685,3228,	virulence	m1002
3412	0	0	0	4	4	2	15	-	165	6669	3051	6467	QPX_v015_contig_3974	3441	14	3441	5	1471,766,608,556,11,	202,1674,2441,3050,3607,	14,1485,2264,2872,3430,	virulence	m1002
2464	0	0	2	0	0	0	0	-	165	6669	606	3072	QPX_v015_contig_3931	2471	5	2471	1	2466,	3597,	5,	virulence	m1002
2552	0	0	0	0	0	0	0	-	191	2552	0	2552	QPX_v015_contig_516	11814	7075	9627	1	2552,	0,	7075,	virulence	m1002
3055	0	0	0	0	0	0	0	+	193	5041	0	3055	QPX_v015_contig_952	9112	6057	9112	1	3055,	0,	6057,	virulence	m1002
3680	0	0	0	1	2	0	0	+	198	3682	0	3682	QPX_v015_contig_1966	7252	1993	5673	2	3369,311,	0,3371,	1993,5362,	virulence	m1002
2522	0	0	0	0	0	1	57	+	208	2522	0	2522	QPX_v015_contig_3058	5856	205	2784	2	22,2500,	0,22,	205,284,	virulence	m1002
1589	0	0	0	0	0	0	0	-	215	1589	0	1589	QPX_v015_contig_1677	18517	12665	14254	1	1589,	0,	12665,	virulence	m1002
3947	0	0	0	1	1	2	23	-	218	3948	0	3948	QPX_v015_contig_118	7782	2529	6499	3	1082,1530,1335,	0,1083,2613,	2529,3628,5164,	virulence	m1002
1625	0	0	0	1	1	1	42	+	228	1626	0	1626	QPX_v015_contig_2570	10940	7129	8796	2	1405,220,	0,1406,	7129,8576,	virulence	m1002
1575	0	0	0	0	0	0	0	+	243	1575	0	1575	QPX_v015_contig_82	12732	10706	12281	1	1575,	0,	10706,	virulence	m1002
2397	1	0	0	0	0	0	0	+	252	2398	0	2398	QPX_v015_contig_5635	4922	2138	4536	1	2398,	0,	2138,	virulence	m1002
2293	0	0	0	0	0	0	0	+	260	2293	0	2293	QPX_v015_contig_5273	7007	4639	6932	1	2293,	0,	4639,	virulence	m1002
1854	1	0	0	0	0	0	0	+	261	1859	4	1859	QPX_v015_contig_4915	2641	0	1855	1	1855,	4,	0,	virulence	m1002
3305	0	0	0	0	0	0	0	-	264	3364	52	3357	QPX_v015_contig_850	3305	0	3305	1	3305,	7,	0,	virulence	m1002
2698	0	0	0	0	0	0	0	+	266	2698	0	2698	QPX_v015_contig_2485	2967	261	2959	1	2698,	0,	261,	virulence	m1002
2990	0	0	0	1	5	0	0	-	269	3731	254	3249	QPX_v015_contig_7224	2990	0	2990	2	318,2672,	482,805,	0,318,	virulence	m1002
2779	0	0	0	0	0	0	0	+	272	2779	0	2779	QPX_v015_contig_7593	3118	208	2987	1	2779,	0,	208,	virulence	m1002
3873	1	0	0	0	0	0	0	-	278	3874	0	3874	QPX_v015_contig_2695	5782	446	4320	1	3874,	0,	446,	virulence	m1002
2128	0	0	0	0	0	0	0	-	301	3540	1412	3540	QPX_v015_contig_231	6020	3892	6020	1	2128,	0,	3892,	virulence	m1002
1734	1	0	0	0	0	1	2	-	330	1855	0	1735	QPX_v015_contig_6103	1868	70	1807	2	679,1056,	120,799,	70,751,	virulence	m1002
2482	0	0	0	0	0	1	58	+	366	2482	0	2482	QPX_v015_contig_2726	9734	7112	9652	2	2133,349,	0,2133,	7112,9303,	virulence	m1002
2461	0	0	0	0	0	0	0	-	427	2461	0	2461	QPX_v015_contig_3296	6526	550	3011	1	2461,	0,	550,	virulence	m1002
2151	0	0	4	1	84	2	82	-	430	2239	0	2239	QPX_v015_contig_3066	4193	1449	3686	3	1339,703,113,	0,1339,2126,	1449,2793,3573,	virulence	m1002
2673	0	0	0	0	0	2	63	-	514	2673	0	2673	QPX_v015_contig_269	3984	799	3535	3	200,2334,139,	0,200,2534,	799,1005,3396,	virulence	m1002
5443	0	0	0	1	17	6	345	+	528	5541	81	5541	QPX_v015_contig_4124	6113	0	5788	8	18,347,232,1013,193,75,115,3450,	81,116,463,695,1708,1901,1976,2091,	0,18,428,713,1783,2031,2168,2338,	virulence	m1002
2063	0	0	0	0	0	2	113	+	534	2362	0	2063	QPX_v015_contig_2850	6497	4321	6497	3	243,99,1721,	0,243,342,	4321,4618,4776,	virulence	m1002
3541	0	0	2	0	0	0	0	+	537	4906	239	3782	QPX_v015_contig_2708	3543	0	3543	1	3543,	239,	0,	virulence	m1002
1861	4	0	0	0	0	0	0	-	546	1865	0	1865	QPX_v015_contig_3171	19758	4159	6024	1	1865,	0,	4159,	virulence	m1002
1781	0	0	1	0	0	0	0	+	549	1782	0	1782	QPX_v015_contig_7945	2208	156	1938	1	1782,	0,	156,	virulence	m1002
2132	0	0	0	0	0	0	0	-	562	2132	0	2132	QPX_v015_contig_944	7781	41	2173	1	2132,	0,	41,	virulence	m1002
1537	0	0	0	0	0	0	0	+	567	1537	0	1537	QPX_v015_contig_1841	5130	199	1736	1	1537,	0,	199,	virulence	m1002
2873	0	0	0	0	0	1	15	+	633	2873	0	2873	QPX_v015_contig_4427	11654	2916	5804	2	2429,444,	0,2429,	2916,5360,	virulence	m1002
2337	0	0	0	1	2	0	0	-	648	2895	407	2746	QPX_v015_contig_1772	3121	784	3121	2	1952,385,	149,2103,	784,2736,	virulence	m1002
3867	0	0	1	1	12	1	86	-	669	3880	0	3880	QPX_v015_contig_3407	6003	1508	5462	2	541,3327,	0,553,	1508,2135,	virulence	m1002
2719	0	0	0	1	16	1	60	+	671	2735	0	2735	QPX_v015_contig_1365	31757	27047	29826	3	1343,74,1302,	0,1359,1433,	27047,28390,28524,	virulence	m1002
1749	0	0	0	0	0	0	0	+	726	1749	0	1749	QPX_v015_contig_1007	15433	6220	7969	1	1749,	0,	6220,	virulence	m1002
3045	0	0	1	2	2	2	15	-	740	3048	0	3048	QPX_v015_contig_1169	4018	758	3819	3	1851,100,1095,	0,1852,1953,	758,2614,2724,	virulence	m1002
1951	0	0	0	0	0	0	0	-	790	1951	0	1951	QPX_v015_contig_988	6286	2395	4346	1	1951,	0,	2395,	virulence	m1002
1506	0	0	0	0	0	0	0	-	826	1506	0	1506	QPX_v015_contig_7841	4450	1545	3051	1	1506,	0,	1545,	virulence	m1002
2366	0	0	0	0	0	0	0	+	884	2401	0	2366	QPX_v015_contig_2051	5510	3144	5510	1	2366,	0,	3144,	virulence	m1002
1636	0	0	0	0	0	2	54	+	903	1636	0	1636	QPX_v015_contig_419	9999	6350	8040	3	681,773,182,	0,681,1454,	6350,7034,7858,	virulence	m1002
1539	1	0	0	1	3	1	11	+	921	1571	0	1543	QPX_v015_contig_3620	1697	146	1697	3	138,1157,245,	0,141,1298,	146,284,1452,	virulence	m1002
2510	0	0	0	0	0	0	0	-	926	3205	552	3062	QPX_v015_contig_1850	3117	607	3117	1	2510,	143,	607,	virulence	m1002
1615	0	0	0	0	0	0	0	-	961	1615	0	1615	QPX_v015_contig_1322	2097	395	2010	1	1615,	0,	395,	virulence	m1002
1674	0	0	0	1	2	1	13	+	977	6741	0	1676	QPX_v015_contig_8939	1878	191	1878	3	87,796,791,	0,87,885,	191,291,1087,	virulence	m1002
2785	0	0	0	1	1	2	220	+	977	6741	3752	6538	QPX_v015_contig_3018	3005	0	3005	3	445,1181,1159,	3752,4197,5379,	0,650,1846,	virulence	m1002
1755	0	0	0	0	0	0	0	+	985	1755	0	1755	QPX_v015_contig_2594	5450	1610	3365	1	1755,	0,	1610,	virulence	m1002
1662	0	0	0	0	0	0	0	+	1000	1662	0	1662	QPX_v015_contig_4658	8814	2068	3730	1	1662,	0,	2068,	virulence	m1002
2632	0	0	0	0	0	0	0	-	1008	2632	0	2632	QPX_v015_contig_319	13830	8226	10858	1	2632,	0,	8226,	virulence	m1002
5157	0	0	0	0	0	1	6	-	1013	5157	0	5157	QPX_v015_contig_4265	15182	5692	10855	2	4532,625,	0,4532,	5692,10230,	virulence	m1002
2198	0	0	0	0	0	1	56	-	1015	2474	276	2474	QPX_v015_contig_1575	7847	5593	7847	2	1735,463,	0,1735,	5593,7384,	virulence	m1002
2784	0	0	0	0	0	1	60	-	1017	2936	152	2936	QPX_v015_contig_6191	5518	2674	5518	2	249,2535,	0,249,	2674,2983,	virulence	m1002
2001	0	0	0	1	2	0	0	+	1028	2003	0	2003	QPX_v015_contig_302	13844	4864	6865	2	602,1399,	0,604,	4864,5466,	virulence	m1002
2664	0	0	0	0	0	0	0	-	1055	2664	0	2664	QPX_v015_contig_5078	8114	3936	6600	1	2664,	0,	3936,	virulence	m1002
2022	4	0	0	2	22	2	70	-	1093	3133	27	2075	QPX_v015_contig_6313	2096	0	2096	3	1935,83,8,	1058,3004,3098,	0,1995,2088,	virulence	m1002
2670	0	0	0	1	2	0	0	+	1130	2672	0	2672	QPX_v015_contig_1385	9182	6076	8746	2	1303,1367,	0,1305,	6076,7379,	virulence	m1002
4803	0	0	0	0	0	0	0	+	1137	4920	0	4803	QPX_v015_contig_309	10683	5880	10683	1	4803,	0,	5880,	virulence	m1002
3296	0	0	0	1	56	1	47	-	1166	3352	0	3352	QPX_v015_contig_4570	8609	208	3551	2	109,3187,	0,165,	208,364,	virulence	m1002
2361	0	0	0	2	7	0	0	-	1224	4155	701	3069	QPX_v015_contig_6990	2361	0	2361	3	252,367,1742,	1086,1343,1712,	0,252,619,	virulence	m1002
2345	0	0	0	2	9	1	1	+	1278	2354	0	2354	QPX_v015_contig_544	17351	10195	12541	3	1170,987,188,	0,1172,2166,	10195,11365,12353,	virulence	m1002
4365	0	0	1	1	1	2	72	+	1288	4367	0	4367	QPX_v015_contig_1537	8311	3633	8071	3	366,3231,769,	0,367,3598,	3633,4016,7302,	virulence	m1002
3023	0	0	0	0	0	0	0	-	1309	3023	0	3023	QPX_v015_contig_382	15260	10577	13600	1	3023,	0,	10577,	virulence	m1002
1616	0	0	0	0	0	0	0	+	1328	1616	0	1616	QPX_v015_contig_1947	15353	682	2298	1	1616,	0,	682,	virulence	m1002
2424	0	0	0	1	1	1	10	-	1332	2869	0	2425	QPX_v015_contig_12001	2805	0	2434	2	948,1476,	444,1393,	0,958,	virulence	m1002
3014	0	0	0	0	0	4	222	+	1348	3058	0	3014	QPX_v015_contig_1768	6535	3299	6535	5	2039,249,118,40,568,	0,2039,2288,2406,2446,	3299,5395,5705,5878,5967,	virulence	m1002
2319	0	0	1	0	0	0	0	+	1372	2450	130	2450	QPX_v015_contig_411	2862	299	2619	1	2320,	130,	299,	virulence	m1002
2260	0	0	0	0	0	0	0	+	1406	2260	0	2260	QPX_v015_contig_4264	10061	113	2373	1	2260,	0,	113,	virulence	m1002
2113	2	0	0	1	1	1	18	-	1409	2697	581	2697	QPX_v015_contig_347	4045	1912	4045	2	97,2018,	0,98,	1912,2027,	virulence	m1002
1625	0	0	0	0	0	0	0	+	1421	1625	0	1625	QPX_v015_contig_323	8417	2073	3698	1	1625,	0,	2073,	virulence	m1002
3726	0	0	1	0	0	1	19	-	1433	3727	0	3727	QPX_v015_contig_1035	4106	291	4037	2	2756,971,	0,2756,	291,3066,	virulence	m1002
1727	7	0	16	3	4	3	17	+	1434	2160	30	1784	QPX_v015_contig_5739	1767	0	1767	5	43,11,40,1474,182,	30,75,86,127,1602,	0,50,68,111,1585,	virulence	m1002
3024	0	0	0	0	0	1	22	-	1438	3024	0	3024	QPX_v015_contig_518	6246	2261	5307	2	212,2812,	0,212,	2261,2495,	virulence	m1002
2419	0	0	1	1	2	1	33	-	1441	6211	1837	4259	QPX_v015_contig_6349	2453	0	2453	2	320,2100,	1952,2274,	0,353,	virulence	m1002
2991	0	0	0	0	0	1	9	-	1474	2991	0	2991	QPX_v015_contig_3588	4748	1643	4643	2	2903,88,	0,2903,	1643,4555,	virulence	m1002
2286	0	0	0	0	0	1	51	-	1488	2286	0	2286	QPX_v015_contig_13063	2665	99	2436	2	31,2255,	0,31,	99,181,	virulence	m1002
3017	0	0	0	1	2	0	0	-	1516	3019	0	3019	QPX_v015_contig_538	14006	2120	5137	2	2317,700,	0,2319,	2120,4437,	virulence	m1002
1559	0	0	4	1	2	1	12	-	1517	1565	0	1565	QPX_v015_contig_6448	7068	4631	6206	2	1446,117,	0,1448,	4631,6089,	virulence	m1002
5720	1	0	0	0	0	2	119	-	1547	5882	0	5721	QPX_v015_contig_1256	17747	0	5840	3	537,287,4897,	161,698,985,	0,594,943,	virulence	m1002
2099	0	0	0	1	3	0	0	+	1552	2102	0	2102	QPX_v015_contig_1607	8981	4206	6305	2	1860,239,	0,1863,	4206,6066,	virulence	m1002
3013	0	0	0	0	0	0	0	-	1557	3013	0	3013	QPX_v015_contig_2270	16260	1128	4141	1	3013,	0,	1128,	virulence	m1002
1525	0	0	0	0	0	0	0	+	1583	1525	0	1525	QPX_v015_contig_1141	7227	4168	5693	1	1525,	0,	4168,	virulence	m1002
5663	0	0	0	1	1	1	2	+	1628	5962	0	5664	QPX_v015_contig_2965	9757	4092	9757	2	3054,2609,	0,3055,	4092,7148,	virulence	m1002
1544	0	0	0	0	0	1	54	-	1644	1544	0	1544	QPX_v015_contig_319	13830	1311	2909	2	233,1311,	0,233,	1311,1598,	virulence	m1002
1892	0	0	0	0	0	0	0	+	1649	1892	0	1892	QPX_v015_contig_4037	10296	1101	2993	1	1892,	0,	1101,	virulence	m1002
2993	0	0	7	1	1	1	38	-	1651	3001	0	3001	QPX_v015_contig_4295	6621	2683	5721	2	2938,62,	0,2939,	2683,5659,	virulence	m1002
3737	0	0	0	0	0	0	0	-	1657	3737	0	3737	QPX_v015_contig_1547	4792	693	4430	1	3737,	0,	693,	virulence	m1002
4012	0	0	0	0	0	0	0	+	1665	4012	0	4012	QPX_v015_contig_2477	16039	317	4329	1	4012,	0,	317,	virulence	m1002
3284	0	0	1	1	1	1	9	-	1693	3286	0	3286	QPX_v015_contig_1672	9372	153	3447	2	2867,418,	0,2868,	153,3029,	virulence	m1002
1977	0	0	0	0	0	0	0	-	1696	2715	0	1977	QPX_v015_contig_5573	2058	0	1977	1	1977,	738,	0,	virulence	m1002
2007	0	0	0	1	5	0	0	+	1705	2012	0	2012	QPX_v015_contig_7770	4996	116	2123	2	1916,91,	0,1921,	116,2032,	virulence	m1002
1696	0	0	0	2	6	1	18	+	1726	1702	0	1702	QPX_v015_contig_3768	4941	3020	4734	3	637,473,586,	0,638,1116,	3020,3675,4148,	virulence	m1002
2820	0	0	0	1	1	1	19	+	1759	2821	0	2821	QPX_v015_contig_3235	6523	3235	6074	2	424,2396,	0,425,	3235,3678,	virulence	m1002
1922	0	0	0	2	8	0	0	+	1761	1930	0	1930	QPX_v015_contig_542	5744	681	2603	3	488,849,585,	0,492,1345,	681,1169,2018,	virulence	m1002
1576	0	0	0	1	1	1	27	+	1792	1577	0	1577	QPX_v015_contig_397	4812	1559	3162	2	130,1446,	0,131,	1559,1716,	virulence	m1002
1869	0	0	0	0	0	0	0	+	1810	1883	14	1883	QPX_v015_contig_7663	2373	0	1869	1	1869,	14,	0,	virulence	m1002
2692	0	0	0	0	0	2	88	+	1837	2692	0	2692	QPX_v015_contig_3356	9653	4	2784	3	102,448,2142,	0,102,550,	4,132,642,	virulence	m1002
